image,IOU,DICE,PRECISION,RECALL,F1,MSE,Filo # difference,Filo # abs difference,Filo len difference,Filo len abs difference,Single filo # diff,Single filo # abs diff,Fused filo # diff,Fused filo # abs diff
196,0.5299539170506913, 0.6927710843373494, 0.7232704402515723, 0.6647398843930635, 0.6927710843373494, 0.0019921875, -1, 1, -11, 11, -1, 1, 0, 0
183,0.4117647058823529, 0.5833333333333334, 0.8155339805825242, 0.4540540540540541, 0.5833333333333334, 0.00234375, -5, 5, -36, 36, -4, 4, 0, 0
190,0.6, 0.75, 0.8674698795180723, 0.6605504587155964, 0.7499999999999999, 0.00046875, -2, 2, -8, 8, -2, 2, 0, 0
186,0.5773809523809523, 0.7320754716981132, 0.8083333333333333, 0.6689655172413793, 0.7320754716981132, 0.00069335935, 0, 0, -6, 6, -1, 1, 0, 0
188,0.5357142857142857, 0.6976744186046512, 0.8333333333333334, 0.6, 0.6976744186046512, 0.0012695312, -2, 2, -14, 14, 0, 0, -1, 1
193,0.37367303609341823, 0.5440494590417311, 0.7489361702127659, 0.42718446601941745, 0.5440494590417311, 0.0028808594, -4, 4, -37, 37, -2, 2, 0, 0
189,0.5, 0.6666666666666666, 0.8181818181818182, 0.5625, 0.6666666666666666, 0.00017578126, 1, 1, 1, 1, 1, 1, 0, 0
195,0.7457044673539519, 0.8543307086614174, 0.875, 0.8346153846153846, 0.8543307086614174, 0.00072265626, 0, 0, -3, 3, 0, 0, 0, 0
192,0.7269938650306749, 0.8419182948490231, 0.915057915057915, 0.7796052631578947, 0.841918294849023, 0.0008691406, -1, 1, -5, 5, -1, 1, 0, 0
191,0.7231638418079096, 0.839344262295082, 0.8888888888888888, 0.7950310559006211, 0.8393442622950819, 0.00047851563, -1, 1, -8, 8, 0, 0, 0, 0
177,0.6297229219143576, 0.7727975270479135, 0.8361204013377926, 0.7183908045977011, 0.7727975270479134, 0.0043066405, 0, 0, -42, 42, 3, 3, 0, 0
181,0.5419354838709678, 0.702928870292887, 0.9032258064516129, 0.5753424657534246, 0.7029288702928871, 0.00069335935, 0, 0, -6, 6, 1, 1, 0, 0
174,0.49702380952380953, 0.6640159045725647, 0.73568281938326, 0.605072463768116, 0.6640159045725647, 0.0016503907, -2, 2, -2, 2, 1, 1, -1, 1
182,0.5158562367864693, 0.6806136680613668, 0.953125, 0.5292841648590022, 0.6806136680613669, 0.002236328, 0, 0, -26, 26, 1, 1, 0, 0
185,0.5852842809364549, 0.7383966244725738, 0.7882882882882883, 0.6944444444444444, 0.7383966244725739, 0.0012109375, 0, 0, -3, 3, 0, 0, 0, 0
179,0.6111719605695509, 0.7586675730795377, 0.8145985401459854, 0.7099236641221374, 0.7586675730795377, 0.0034667968, -6, 6, -24, 24, 3, 3, -1, 1
194,0.44, 0.6111111111111112, 0.8088235294117647, 0.49107142857142855, 0.611111111111111, 0.00068359374, -4, 4, -9, 9, 0, 0, 0, 0
178,0.48717948717948717, 0.6551724137931034, 0.7916666666666666, 0.5588235294117647, 0.6551724137931034, 0.000390625, 0, 0, -3, 3, 0, 0, 0, 0
184,0.5714285714285714, 0.7272727272727273, 0.9230769230769231, 0.6, 0.7272727272727274, 0.0005273438, 0, 0, -7, 7, 0, 0, 0, 0
175,0.40186915887850466, 0.5733333333333334, 0.6056338028169014, 0.5443037974683544, 0.5733333333333334, 0.004375, -10, 10, 7, 7, -8, 8, 0, 0
216,0.5032679738562091, 0.6695652173913044, 0.5789473684210527, 0.7938144329896907, 0.6695652173913045, 0.0037109375, 0, 0, 37, 37, -3, 3, 1, 1
198,0.5, 0.6666666666666666, 0.6754385964912281, 0.6581196581196581, 0.6666666666666666, 0.0007519531, -1, 1, 0, 0, -1, 1, 0, 0
219,0.5217391304347826, 0.6857142857142857, 0.68, 0.6915254237288135, 0.6857142857142858, 0.0018261719, -1, 1, 5, 5, -1, 1, 0, 0
197,0.7137254901960784, 0.8329519450800915, 0.8666666666666667, 0.801762114537445, 0.8329519450800915, 0.00071289064, 0, 0, -5, 5, -1, 1, 0, 0
211,0.42996742671009774, 0.6013667425968109, 0.9361702127659575, 0.4429530201342282, 0.601366742596811, 0.0017089844, -2, 2, -24, 24, -1, 1, 0, 0
206,0.5996592844974447, 0.7497337593184239, 0.8585365853658536, 0.665406427221172, 0.7497337593184239, 0.0022949218, -1, 1, -13, 13, 0, 0, 0, 0
210,0.5323741007194245, 0.6948356807511737, 0.9308176100628931, 0.5543071161048689, 0.6948356807511737, 0.0012695312, -3, 3, -16, 16, -1, 1, 0, 0
202,0.19420289855072465, 0.32524271844660196, 0.4036144578313253, 0.27235772357723576, 0.32524271844660196, 0.0027148437, -4, 4, -15, 15, -2, 2, 0, 0
201,0.5025641025641026, 0.6689419795221843, 0.6302250803858521, 0.7127272727272728, 0.6689419795221844, 0.0018945313, 3, 3, 10, 10, 2, 2, 0, 0
217,0.5774278215223098, 0.7321131447587355, 0.8576998050682261, 0.6386066763425254, 0.7321131447587355, 0.0031445313, -2, 2, -14, 14, -3, 3, 0, 0
209,0.45843520782396086, 0.6286672254819782, 0.8351893095768375, 0.5040322580645161, 0.6286672254819782, 0.0043261717, -9, 9, -54, 54, -7, 7, 0, 0
214,0.19672131147540983, 0.3287671232876712, 1.0, 0.19672131147540983, 0.3287671232876712, 0.00047851563, -2, 2, -8, 8, -2, 2, 0, 0
212,0.499194847020934, 0.6659505907626209, 0.9393939393939394, 0.5158069883527454, 0.6659505907626209, 0.0030371093, -6, 6, -44, 44, -3, 3, -1, 1
215,0.47391304347826085, 0.6430678466076696, 0.897119341563786, 0.5011494252873563, 0.6430678466076696, 0.0023632813, -6, 6, -34, 34, -6, 6, 0, 0
213,0.4482758620689655, 0.6190476190476191, 0.7591240875912408, 0.5226130653266332, 0.6190476190476191, 0.00125, 2, 2, -3, 3, 2, 2, 0, 0
207,0.512396694214876, 0.6775956284153005, 0.8985507246376812, 0.543859649122807, 0.6775956284153006, 0.00057617185, -1, 1, -12, 12, -1, 1, 0, 0
203,0.5338809034907598, 0.6961178045515395, 0.8150470219435737, 0.6074766355140186, 0.6961178045515395, 0.0022167969, 0, 0, -31, 31, 0, 0, 0, 0
200,0.5795620437956205, 0.7338262476894639, 0.8270833333333333, 0.659468438538206, 0.733826247689464, 0.0028125, -3, 3, -34, 34, -3, 3, 0, 0
204,0.7125171939477304, 0.8321285140562249, 0.8533772652388797, 0.8119122257053292, 0.8321285140562249, 0.0020410155, -5, 5, -10, 10, -5, 5, 0, 0
208,0.38144329896907214, 0.5522388059701493, 0.8409090909090909, 0.4111111111111111, 0.5522388059701492, 0.0017578125, -2, 2, -9, 9, -2, 2, 0, 0
221,0.502262443438914, 0.6686746987951807, 0.9061224489795918, 0.5298329355608592, 0.6686746987951808, 0.0021484375, -2, 2, -24, 24, -2, 2, 0, 0
199,0.6962025316455697, 0.8208955223880597, 0.9048178613396005, 0.751219512195122, 0.8208955223880596, 0.00328125, -1, 1, -16, 16, 0, 0, 0, 0
218,0.6318840579710145, 0.7744227353463587, 0.889795918367347, 0.6855345911949685, 0.7744227353463587, 0.0012402344, 0, 0, -13, 13, -1, 1, 0, 0
205,0.36302895322939865, 0.5326797385620915, 0.5640138408304498, 0.5046439628482973, 0.5326797385620915, 0.0027929686, 1, 1, -5, 5, 2, 2, 0, 0
220,0.6417370325693607, 0.7817781043350478, 0.9156626506024096, 0.6820512820512821, 0.7817781043350477, 0.0029003907, -4, 4, -37, 37, -1, 1, 0, 0
228,0.47757255936675463, 0.6464285714285715, 0.7735042735042735, 0.5552147239263804, 0.6464285714285715, 0.0019335938, -3, 3, -21, 21, 2, 2, -1, 1
233,0.4888268156424581, 0.6566604127579737, 0.7882882882882883, 0.5627009646302251, 0.6566604127579738, 0.0017871094, -2, 2, -15, 15, 1, 1, -1, 1
235,0.4715090795241077, 0.6408510638297872, 0.6587926509186351, 0.623860811930406, 0.6408510638297872, 0.008242187, -8, 8, -13, 13, -4, 4, -1, 1
223,0.3498542274052478, 0.5183585313174947, 0.47244094488188976, 0.5741626794258373, 0.5183585313174947, 0.0021777344, 5, 5, 23, 23, 4, 4, 0, 0
231,0.5581947743467933, 0.7164634146341463, 0.8834586466165414, 0.6025641025641025, 0.7164634146341463, 0.0018164063, 0, 0, -20, 20, 0, 0, 0, 0
222,0.5573770491803278, 0.7157894736842105, 0.9532710280373832, 0.5730337078651685, 0.7157894736842105, 0.0007910156, -2, 2, -14, 14, -2, 2, 0, 0
225,0.6003683241252302, 0.7502876869965478, 0.8232323232323232, 0.6892177589852009, 0.7502876869965477, 0.0021191407, 4, 4, 5, 5, 3, 3, 0, 0
227,0.3333333333333333, 0.5, 0.8315412186379928, 0.3574730354391371, 0.5, 0.00453125, -5, 5, -92, 92, -2, 2, -1, 1
234,0.5053191489361702, 0.6713780918727915, 0.9223300970873787, 0.5277777777777778, 0.6713780918727916, 0.00090820313, -2, 2, -13, 13, 0, 0, 0, 0
232,0.26373626373626374, 0.41739130434782606, 1.0, 0.26373626373626374, 0.4173913043478261, 0.0006542969, -3, 3, -13, 13, -3, 3, 0, 0
244,0.19548872180451127, 0.3270440251572327, 0.9629629629629629, 0.19696969696969696, 0.3270440251572327, 0.0010449219, -4, 4, -17, 17, -4, 4, 0, 0
237,0.46808510638297873, 0.6376811594202898, 0.7857142857142857, 0.5365853658536586, 0.6376811594202899, 0.0007324219, 2, 2, 0, 0, 2, 2, 0, 0
226,0.5659340659340659, 0.7228070175438597, 0.8062622309197651, 0.6550079491255962, 0.7228070175438597, 0.0030859376, 1, 1, -24, 24, 2, 2, 0, 0
236,0.6142131979695431, 0.7610062893081762, 0.7658227848101266, 0.75625, 0.761006289308176, 0.0007421875, 1, 1, 13, 13, 0, 0, 0, 0
243,0.6188118811881188, 0.764525993883792, 0.8314855875831486, 0.7075471698113207, 0.764525993883792, 0.0022558593, -2, 2, -37, 37, -2, 2, 0, 0
240,0.5483870967741935, 0.7083333333333334, 0.9042553191489362, 0.5821917808219178, 0.7083333333333334, 0.00068359374, 0, 0, 5, 5, 0, 0, 0, 0
239,0.6122685185185185, 0.7595118449389806, 0.8816666666666667, 0.6670870113493065, 0.7595118449389806, 0.0032714843, -2, 2, -23, 23, 1, 1, -1, 1
241,0.4853801169590643, 0.6535433070866141, 0.7904761904761904, 0.5570469798657718, 0.6535433070866142, 0.000859375, 1, 1, -5, 5, 1, 1, 0, 0
229,0.49257425742574257, 0.6600331674958541, 0.6655518394648829, 0.6546052631578947, 0.6600331674958541, 0.002001953, 1, 1, 16, 16, 1, 1, 0, 0
245,0.4074074074074074, 0.5789473684210527, 0.8191489361702128, 0.4476744186046512, 0.5789473684210527, 0.0021875, 0, 0, -36, 36, 1, 1, 0, 0
242,0.725925925925926, 0.8412017167381974, 0.8672566371681416, 0.8166666666666667, 0.8412017167381974, 0.00036132813, 0, 0, -2, 2, 0, 0, 0, 0
238,0.5027932960893855, 0.6691449814126395, 0.7563025210084033, 0.6, 0.6691449814126393, 0.0017382812, 3, 3, -8, 8, 3, 3, 0, 0
230,0.4815668202764977, 0.6500777604976672, 0.6220238095238095, 0.6807817589576547, 0.6500777604976671, 0.0021972656, 1, 1, 19, 19, 2, 2, 0, 0
224,0.46258503401360546, 0.6325581395348837, 0.6044444444444445, 0.6634146341463415, 0.6325581395348837, 0.0015429688, -1, 1, 6, 6, -1, 1, 0, 0
